iter	Passed	Remaining
150	8243	19053
151	8294	18989
152	8348	18934
153	8399	18872
154	8450	18808
155	8500	18743
156	8551	18681
157	8601	18619
158	8654	18560
159	8702	18493
160	8753	18430
161	8802	18365
162	8853	18303
163	8902	18239
164	8954	18180
165	9002	18114
166	9056	18058
167	9105	17993
168	9165	17951
169	9214	17887
170	9268	17831
171	9316	17765
172	9366	17703
173	9413	17636
174	9460	17569
175	9515	17517
176	9574	17472
177	9625	17412
178	9671	17343
179	9725	17290
180	9772	17224
181	9825	17167
182	9875	17107
183	9927	17048
184	9980	16993
185	10031	16934
186	10084	16879
187	10135	16819
188	10189	16767
189	10234	16698
190	10286	16641
191	10334	16577
192	10387	16523
193	10438	16464
194	10486	16402
195	10540	16348
196	10597	16299
197	10648	16242
198	10699	16182
199	10751	16126
200	10798	16062
201	10850	16007
202	10899	15946
203	10947	15883
204	10992	15818
205	11046	15765
206	11096	15706
207	11146	15648
208	11198	15592
209	11246	15531
210	11297	15474
211	11345	15412
212	11398	15358
213	11451	15304
214	11499	15243
215	11551	15188
216	11599	15127
217	11653	15074
218	11700	15012
219	11751	14956
220	11800	14897
221	11849	14838
222	11899	14780
223	11942	14715
224	11996	14661
225	12111	14683
226	12161	14625
227	12204	14560
228	12258	14506
229	12309	14449
230	12360	14393
231	12408	14334
232	12457	14274
233	12502	14212
234	12552	14155
235	12600	14095
236	12651	14039
237	12699	13980
238	12752	13926
239	12800	13867
240	12857	13817
241	12905	13759
242	12956	13702
243	13006	13645
244	13059	13592
245	13103	13529
246	13152	13472
247	13206	13419
248	13258	13364
249	13304	13304
250	13354	13247
251	13403	13190
252	13452	13133
253	13502	13077
254	13551	13019
255	13602	12965
256	13653	12909
257	13704	12854
258	13753	12797
259	13802	12740
260	13854	12686
261	13902	12628
262	13952	12572
263	14017	12530
264	14067	12474
265	14117	12419
266	14164	12360
267	14217	12307
268	14272	12255
269	14322	12200
270	14368	12141
271	14420	12087
272	14468	12030
273	14517	11974
274	14565	11917
275	14613	11860
276	14663	11804
277	14714	11750
278	14763	11694
279	14814	11640
280	14863	11584
281	14927	11539
282	14978	11485
283	15028	11429
284	15077	11374
285	15129	11321
286	15178	11264
287	15228	11210
288	15279	11155
289	15333	11103
290	15380	11046
291	15434	10994
292	15485	10940
293	15534	10884
294	15584	10829
295	15628	10771
296	15683	10719
297	15735	10666
298	15780	10608
299	15832	10555
300	15880	10499
301	15930	10444
302	15972	10385
303	16026	10332
304	16074	10277
305	16125	10223
306	16181	10172
307	16231	10118
308	16282	10064
309	16328	10007
310	16374	9951
311	16419	9893
312	16473	9841
313	16521	9786
314	16573	9733
315	16623	9679
316	16678	9628
317	16730	9575
318	16785	9524
319	16836	9470
320	16889	9418
321	16940	9364
322	16987	9309
323	17033	9252
324	17084	9199
325	17132	9144
326	17186	9092
327	17235	9038
328	17288	8985
329	17335	8930
330	17382	8875
331	17432	8821
332	17480	8766
333	17527	8711
334	17576	8657
335	17622	8601
336	17672	8547
337	17722	8494
338	17766	8437
339	17815	8383
340	17864	8329
341	17912	8275
342	17959	8220
343	18007	8166
344	18056	8112
345	18107	8059
346	18153	8004
347	18201	7950
348	18250	7896
349	18300	7842
350	18350	7789
351	18399	7736
352	18454	7685
353	18507	7633
354	18556	7579
355	18604	7525
356	18667	7477
357	18719	7424
358	18767	7370
359	18815	7317
360	18865	7264
361	18915	7211
362	18960	7155
363	19011	7103
364	19061	7050
365	19111	6996
366	19162	6944
367	19207	6889
368	19253	6835
369	19302	6782
370	19355	6730
371	19402	6676
372	19452	6623
373	19506	6571
374	19552	6517
375	19605	6465
376	19661	6414
377	19712	6362
378	19763	6309
379	19814	6257
380	19861	6203
381	19913	6151
382	19961	6098
383	20012	6045
384	20059	5991
385	20109	5939
386	20160	5886
387	20212	5834
388	20258	5780
389	20311	5728
390	20359	5675
391	20409	5623
392	20459	5570
393	20588	5539
394	20693	5500
395	20747	5448
396	20794	5395
397	20843	5341
398	20892	5288
399	20941	5235
400	20991	5182
401	21042	5129
402	21094	5077
403	21147	5025
404	21192	4971
405	21244	4918
406	21291	4865
407	21339	4811
408	21386	4758
409	21437	4705
410	21485	4652
411	21531	4599
412	21576	4545
413	21629	4493
414	21677	4439
415	21726	4387
416	21783	4335
417	21832	4283
418	21877	4229
419	21925	4176
420	21978	4124
421	22026	4071
422	22077	4018
423	22125	3965
424	22173	3913
425	22224	3860
426	22268	3806
427	22317	3754
428	22364	3701
429	22423	3650
430	22471	3597
431	22524	3545
432	22567	3491
433	22622	3440
434	22670	3387
435	22720	3335
436	22766	3282
437	22819	3230
438	22861	3176
439	22909	3124
440	22957	3071
441	23003	3018
442	23053	2966
443	23099	2913
444	23150	2861
445	23197	2808
446	23250	2756
447	23292	2703
448	23335	2650
449	23390	2598
450	23437	2546
451	23483	2493
452	23528	2441
453	23576	2388
454	23624	2336
455	23673	2284
456	23723	2232
457	23775	2180
458	23820	2127
459	23875	2076
460	23928	2024
461	23981	1972
462	24031	1920
463	24078	1868
464	24124	1815
465	24173	1763
466	24222	1711
467	24272	1659
468	24327	1607
469	24374	1555
470	24421	1503
471	24470	1451
472	24517	1399
473	24563	1347
474	24612	1295
475	24658	1243
476	24704	1191
477	24750	1139
478	24798	1087
479	24843	1035
480	24891	983
481	24940	931
482	24985	879
483	25035	827
484	25082	775
485	25133	724
486	25180	672
487	25233	620
488	25278	568
489	25329	516
490	25376	465
491	25429	413
492	25479	361
493	25532	310
494	25580	258
495	25628	206
496	25764	155
497	25824	103
498	25877	51
499	25930	0
